0.00000000000000e+00,3.09416768087672e-05,0.00000000000000e+00
1.00000000000000e+04,1.29443906491554e-04,1.38763264306618e-06
2.00000000000000e+04,1.30691587334053e-04,1.55161116967014e-06
3.00000000000000e+04,1.31943687095084e-04,-5.77788218980646e-07
4.00000000000000e+04,1.28244487971648e-04,-3.08708879105682e-06
5.00000000000000e+04,1.27874630385669e-04,3.94268433098955e-06
6.00000000000000e+04,1.26931968207282e-04,-3.01918845705660e-06
7.00000000000000e+04,1.30714490119200e-04,-1.85864800933819e-06
8.00000000000000e+04,1.30278442716125e-04,4.84076916499795e-07
9.00000000000000e+04,1.29902734126606e-04,4.78320502277070e-07
1.00000000000000e+05,1.29908846910405e-04,1.32740564651309e-07
1.10000000000000e+05,1.29483506831347e-04,5.57350477256555e-07
1.20000000000000e+05,1.28983961912248e-04,7.89132490264655e-07
1.30000000000000e+05,1.29474042434735e-04,7.46903987297606e-09
1.40000000000000e+05,1.29277302363152e-04,8.02118254855689e-07
1.50000000000000e+05,1.29953887774230e-04,9.92792533487579e-07
1.60000000000000e+05,1.29062758282262e-04,1.11577985040260e-06
1.70000000000000e+05,1.29029965770649e-04,8.19301445338213e-07
1.80000000000000e+05,1.29408016183422e-04,1.38914763078587e-06
1.90000000000000e+05,1.28628886112746e-04,1.58476172580628e-06
2.00000000000000e+05,1.29131349582912e-04,6.11987358417490e-07
2.10000000000000e+05,1.29133144259661e-04,1.07139815828498e-06
2.20000000000000e+05,1.29295833295792e-04,9.70868201001398e-07
2.30000000000000e+05,1.29514855743154e-04,1.18854538015784e-06
2.40000000000000e+05,1.29672341328729e-04,1.51578218371143e-06
2.50000000000000e+05,1.29324788465138e-04,1.73284265532025e-06
2.60000000000000e+05,1.29619950922156e-04,1.75686115217975e-06
2.70000000000000e+05,1.28974061744911e-04,1.86645914024079e-06
2.80000000000000e+05,1.29348410276592e-04,1.85637597476156e-06
2.90000000000000e+05,1.29031829299703e-04,2.19520073408950e-06
3.00000000000000e+05,1.28864664316048e-04,2.02306786196395e-06
3.10000000000000e+05,1.28914626889451e-04,1.82935435030127e-06
3.20000000000000e+05,1.29388193061045e-04,1.73693883632470e-06
3.30000000000000e+05,1.29359785624893e-04,2.13075132950510e-06
3.40000000000000e+05,1.29105471965450e-04,2.03891257146567e-06
3.50000000000000e+05,1.29257430076090e-04,2.04500199811769e-06
3.60000000000000e+05,1.29349121472468e-04,2.23136200585652e-06
3.70000000000000e+05,1.29417688976798e-04,2.29843208604942e-06
3.80000000000000e+05,1.29381919064238e-04,2.52959354501773e-06
3.90000000000000e+05,1.29308274134869e-04,2.50969794430511e-06
4.00000000000000e+05,1.29323543080798e-04,2.53338331755052e-06
4.10000000000000e+05,1.29206381107132e-04,2.66852633436164e-06
4.20000000000000e+05,1.29192115432411e-04,2.67046888012885e-06
4.30000000000000e+05,1.29422070698261e-04,2.64173645588750e-06
4.40000000000000e+05,1.29243803963246e-04,2.74314625865560e-06
4.50000000000000e+05,1.29458632105819e-04,2.98544571915959e-06
4.60000000000000e+05,1.29132876001029e-04,2.97699753015602e-06
4.70000000000000e+05,1.29399586055475e-04,2.88763281980193e-06
4.80000000000000e+05,1.29404705437463e-04,3.10706210140691e-06
4.90000000000000e+05,1.29203280155183e-04,3.13644658618983e-06
5.00000000000000e+05,1.29272155996804e-04,3.22792035070234e-06
5.10000000000000e+05,1.29268482761309e-04,3.32729547838353e-06
5.20000000000000e+05,1.29292170584006e-04,3.34395199021820e-06
5.30000000000000e+05,1.29209547927800e-04,3.21192504268572e-06
5.40000000000000e+05,1.29101416791275e-04,3.41431611971053e-06
5.50000000000000e+05,1.29244726608415e-04,3.50728500167775e-06
5.60000000000000e+05,1.29172775787047e-04,3.38959984471797e-06
5.70000000000000e+05,1.29345151924775e-04,3.69058519582239e-06
5.80000000000000e+05,1.29322195696366e-04,3.98756227804448e-06
5.90000000000000e+05,1.29024354839649e-04,3.66305337055372e-06
6.00000000000000e+05,1.29187058124405e-04,3.56111864836469e-06
6.10000000000000e+05,1.29478637036328e-04,3.91487137912977e-06
6.20000000000000e+05,1.29248939342082e-04,3.84433692197755e-06
6.30000000000000e+05,1.29279805306959e-04,4.15157085231035e-06
6.40000000000000e+05,1.29247701528547e-04,4.25874060799069e-06
6.50000000000000e+05,1.29015394797848e-04,4.67370731273025e-06
6.60000000000000e+05,1.29231289408710e-04,4.73233876746352e-06
6.70000000000000e+05,1.29509042995026e-04,4.78993433016941e-06
6.80000000000000e+05,1.29435958028927e-04,4.34111763436186e-06
6.90000000000000e+05,1.29436128340589e-04,4.52412383588692e-06
7.00000000000000e+05,1.29551611760773e-04,4.61284625038169e-06
7.10000000000000e+05,1.29315146633361e-04,4.44777054844385e-06
7.20000000000000e+05,1.29139120276102e-04,4.82708473469999e-06
7.30000000000000e+05,1.29297358628489e-04,4.91334105241803e-06
7.40000000000000e+05,1.29355785598804e-04,5.15458646771347e-06
7.50000000000000e+05,1.29487334320283e-04,5.28904907303847e-06
7.60000000000000e+05,1.29473189487774e-04,5.40248940004275e-06
7.70000000000000e+05,1.29309804295007e-04,5.23006000078049e-06
7.80000000000000e+05,1.29508870567500e-04,5.10902539058819e-06
7.90000000000000e+05,1.29167026443212e-04,5.33714627904727e-06
8.00000000000000e+05,1.29015927753800e-04,5.26325542661876e-06
8.10000000000000e+05,1.29465709023143e-04,5.26827879120946e-06
8.20000000000000e+05,1.29459848699100e-04,5.56748396397392e-06
8.30000000000000e+05,1.29489749250039e-04,5.69419244444676e-06
8.40000000000000e+05,1.29207941577960e-04,5.17256015339831e-06
8.50000000000000e+05,1.29935729060049e-04,5.31899743838554e-06
8.60000000000000e+05,1.28870120095855e-04,5.44329581960014e-06
8.70000000000000e+05,1.29655559442276e-04,5.06941365079115e-06
8.80000000000000e+05,1.29552519876580e-04,5.62480168684661e-06
8.90000000000000e+05,1.28698018976788e-04,6.25120273672823e-06
9.00000000000000e+05,1.29361254239842e-04,5.62614273600150e-06
9.10000000000000e+05,1.29513442830207e-04,5.55182881907030e-06
9.20000000000000e+05,1.29211685699414e-04,5.87418496252860e-06
9.30000000000000e+05,1.29596669415438e-04,6.05569526197126e-06
9.40000000000000e+05,1.29879310041655e-04,6.38309799668186e-06
9.50000000000000e+05,1.29583359393645e-04,5.55042606156577e-06
9.60000000000000e+05,1.29490345921306e-04,6.27162720848194e-06
9.70000000000000e+05,1.29681691109356e-04,6.74985769956254e-06
9.80000000000000e+05,1.30298091626960e-04,6.51114156505698e-06
9.90000000000000e+05,1.29382149351049e-04,6.52765576843387e-06
1.00000000000000e+06,1.29082318353098e-04,7.12018374758218e-06
1.01000000000000e+06,1.29430250094038e-04,6.75208485125225e-06
1.02000000000000e+06,1.28989445445111e-04,7.07433372239663e-06
1.03000000000000e+06,1.29027915145895e-04,6.42641487892980e-06
1.04000000000000e+06,1.28926347295668e-04,6.74991744491094e-06
1.05000000000000e+06,1.29364958502330e-04,6.30763663186331e-06
1.06000000000000e+06,1.29187586996852e-04,6.84568870485253e-06
1.07000000000000e+06,1.28910304411921e-04,6.54686018698859e-06
1.08000000000000e+06,1.29189594035405e-04,7.01357832669417e-06
1.09000000000000e+06,1.28778401017416e-04,5.56888374697690e-06
1.10000000000000e+06,1.30261191387742e-04,6.70907923149082e-06
1.11000000000000e+06,1.30058875383092e-04,6.60119182567209e-06
1.12000000000000e+06,1.30783053872177e-04,7.36309194869060e-06
1.13000000000000e+06,1.30038501338615e-04,8.57284628661452e-06
1.14000000000000e+06,1.29318285587570e-04,8.36561368820878e-06
1.15000000000000e+06,1.28550204918734e-04,7.88890170523809e-06
1.16000000000000e+06,1.29248022395525e-04,7.41413642354635e-06
1.17000000000000e+06,1.29193403887298e-04,7.67377574121481e-06
1.18000000000000e+06,1.29285976400427e-04,7.55743403727832e-06
1.19000000000000e+06,1.28997918012711e-04,7.34875166519245e-06
1.20000000000000e+06,1.29514822797044e-04,7.60451416283481e-06
1.21000000000000e+06,1.29605380818926e-04,7.44319559050977e-06
1.22000000000000e+06,1.29759766405828e-04,7.91816171036205e-06
1.23000000000000e+06,1.29653021075208e-04,8.34813125074173e-06
1.24000000000000e+06,1.29446417989093e-04,7.86926564137817e-06
1.25000000000000e+06,1.29674987463193e-04,8.32052894837309e-06
1.26000000000000e+06,1.29280057397820e-04,8.69673171565529e-06
1.27000000000000e+06,1.29050765352898e-04,8.07788986202359e-06
1.28000000000000e+06,1.29547462047040e-04,8.37625805836316e-06
1.29000000000000e+06,1.29420883537188e-04,8.42282824120341e-06
1.30000000000000e+06,1.29273178061530e-04,8.54214600421991e-06
1.31000000000000e+06,1.29209984447687e-04,8.60978265388443e-06
1.32000000000000e+06,1.29473858532597e-04,8.51228157449113e-06
1.33000000000000e+06,1.29073247928599e-04,8.35836295218334e-06
1.34000000000000e+06,1.29605545961052e-04,8.61415175975733e-06
1.35000000000000e+06,1.29735926216933e-04,8.94825786173590e-06
1.36000000000000e+06,1.29289822319052e-04,8.97257796480134e-06
1.37000000000000e+06,1.29222066328771e-04,9.18508164879761e-06
1.38000000000000e+06,1.29244340127634e-04,9.06037183808212e-06
1.39000000000000e+06,1.29291708343347e-04,8.94603276817894e-06
1.40000000000000e+06,1.29213711602019e-04,8.95576597271236e-06
1.41000000000000e+06,1.29308086306333e-04,9.25858985887738e-06
1.42000000000000e+06,1.29403200509784e-04,9.33894539240585e-06
1.43000000000000e+06,1.29478658780648e-04,9.25631204619554e-06
1.44000000000000e+06,1.29351871223565e-04,9.31911059029562e-06
1.45000000000000e+06,1.29341882124205e-04,9.37532810269367e-06
1.46000000000000e+06,1.29593399587910e-04,9.48243192474568e-06
1.47000000000000e+06,1.29345992263842e-04,9.66023658486672e-06
1.48000000000000e+06,1.29241582100830e-04,9.53258755456038e-06
1.49000000000000e+06,1.29457781710830e-04,9.59175402842473e-06
1.50000000000000e+06,1.29499811033463e-04,9.76701899334773e-06
1.51000000000000e+06,1.29334138495850e-04,1.00284755062376e-05
1.52000000000000e+06,1.29249291692673e-04,1.00005190757950e-05
1.53000000000000e+06,1.29523749262678e-04,1.00843245266965e-05
1.54000000000000e+06,1.29551649131508e-04,1.00884304729295e-05
1.55000000000000e+06,1.29513035695562e-04,1.00447095600319e-05
1.56000000000000e+06,1.29468825380944e-04,1.01405129886079e-05
1.57000000000000e+06,1.29658273244469e-04,1.02501860011816e-05
1.58000000000000e+06,1.29526967187413e-04,1.04060994989568e-05
1.59000000000000e+06,1.29754141616167e-04,1.04600528492706e-05
1.60000000000000e+06,1.29879878505436e-04,1.04986270980891e-05
1.61000000000000e+06,1.29647746341939e-04,1.04109069300223e-05
1.62000000000000e+06,1.30034955662820e-04,1.04226851906289e-05
1.63000000000000e+06,1.29774078524410e-04,1.04693936236478e-05
1.64000000000000e+06,1.29644311968289e-04,1.05122134010042e-05
1.65000000000000e+06,1.29552266531129e-04,1.06405060672273e-05
1.66000000000000e+06,1.29304984272027e-04,1.07325538620267e-05
1.67000000000000e+06,1.29127850460480e-04,1.06957557921108e-05
1.68000000000000e+06,1.29235446217946e-04,1.09644879987539e-05
1.69000000000000e+06,1.29579084887745e-04,1.10303200506382e-05
1.70000000000000e+06,1.29380796200476e-04,1.10632462065265e-05
1.71000000000000e+06,1.29478747125705e-04,1.10819113464550e-05
1.72000000000000e+06,1.29619001136815e-04,1.10406825719374e-05
1.73000000000000e+06,1.29501050742744e-04,1.14065904877444e-05
1.74000000000000e+06,1.29574623565269e-04,1.15115120943530e-05
1.75000000000000e+06,1.29668909795936e-04,1.16599484151856e-05
1.76000000000000e+06,1.29658550494853e-04,1.15783182324174e-05
1.77000000000000e+06,1.29759018564818e-04,1.13821603749250e-05
1.78000000000000e+06,1.29616128986523e-04,1.13948286328382e-05
1.79000000000000e+06,1.29468466914906e-04,1.14726578606065e-05
1.80000000000000e+06,1.29396294127763e-04,1.17653499835612e-05
1.81000000000000e+06,1.29546459464305e-04,1.16516682350398e-05
1.82000000000000e+06,1.29584542050818e-04,1.16373686659726e-05
1.83000000000000e+06,1.29574945396454e-04,1.17746382195450e-05
1.84000000000000e+06,1.29264537513619e-04,1.19053616029653e-05
1.85000000000000e+06,1.29415134220112e-04,1.19025458528476e-05
1.86000000000000e+06,1.29835674335226e-04,1.15741780874055e-05
1.87000000000000e+06,1.29841035389040e-04,1.19201760807943e-05
1.88000000000000e+06,1.29860501192526e-04,1.24525340086466e-05
1.89000000000000e+06,1.29548387112712e-04,1.24787119690932e-05
1.90000000000000e+06,1.29464406852738e-04,1.23479747457150e-05
1.91000000000000e+06,1.29633894720360e-04,1.20171097253837e-05
1.92000000000000e+06,1.29812237836916e-04,1.21484798793883e-05
1.93000000000000e+06,1.29629199363683e-04,1.28819194189307e-05
1.94000000000000e+06,1.29490680143387e-04,1.26022867329335e-05
1.95000000000000e+06,1.29595029567393e-04,1.24838732703870e-05
1.96000000000000e+06,1.29723385559529e-04,1.26100296646589e-05
1.97000000000000e+06,1.29510207535026e-04,1.26589050631792e-05
1.98000000000000e+06,1.29593205149301e-04,1.29919451633655e-05
1.99000000000000e+06,1.29821122415788e-04,1.21709522002481e-05
2.00000000000000e+06,1.29955776303428e-04,1.30883552263945e-05
2.01000000000000e+06,1.29629561934086e-04,1.28983591601955e-05
2.02000000000000e+06,1.29814299767343e-04,1.28924987189493e-05
2.03000000000000e+06,1.29928948875417e-04,1.32538918779980e-05
2.04000000000000e+06,1.29538999889196e-04,1.32131245586550e-05
2.05000000000000e+06,1.29808694140316e-04,1.35445166494161e-05
2.06000000000000e+06,1.29531680549355e-04,1.34500596944554e-05
2.07000000000000e+06,1.29568426498007e-04,1.33303188686672e-05
2.08000000000000e+06,1.29838998080321e-04,1.38665994335148e-05
2.09000000000000e+06,1.29253990547350e-04,1.32823022231016e-05
2.10000000000000e+06,1.29771940033103e-04,1.37903569348141e-05
2.11000000000000e+06,1.29571773989500e-04,1.39955106752050e-05
2.12000000000000e+06,1.29671943469126e-04,1.33318719893344e-05
2.13000000000000e+06,1.29901716754434e-04,1.34880706862965e-05
2.14000000000000e+06,1.30156623390804e-04,1.39261643589175e-05
2.15000000000000e+06,1.29791408553939e-04,1.37718215750659e-05
2.16000000000000e+06,1.29967441085163e-04,1.44133590465258e-05
2.17000000000000e+06,1.30044250903177e-04,1.42393121561863e-05
2.18000000000000e+06,1.29830291645430e-04,1.47129789576394e-05
2.19000000000000e+06,1.29621547938190e-04,1.46874664015019e-05
2.20000000000000e+06,1.29443655759426e-04,1.42865807553673e-05
2.21000000000000e+06,1.29472083292548e-04,1.47230486069542e-05
2.22000000000000e+06,1.29477454386618e-04,1.37216484515260e-05
2.23000000000000e+06,1.29676972237542e-04,1.46691451168623e-05
2.24000000000000e+06,1.29888678028375e-04,1.45933484958364e-05
2.25000000000000e+06,1.29516286201853e-04,1.43221033435056e-05
2.26000000000000e+06,1.30077540361810e-04,1.46003082666657e-05
2.27000000000000e+06,1.30277078851663e-04,1.46310652621531e-05
2.28000000000000e+06,1.29850812093260e-04,1.49277350346983e-05
2.29000000000000e+06,1.29425099697096e-04,1.50120074485981e-05
2.30000000000000e+06,1.29884444925536e-04,1.49471229401659e-05
2.31000000000000e+06,1.30031039944395e-04,1.46925461400910e-05
2.32000000000000e+06,1.29894494946524e-04,1.52384460059953e-05
2.33000000000000e+06,1.29535400423792e-04,1.55762269165762e-05
2.34000000000000e+06,1.29596135413981e-04,1.48730192703687e-05
2.35000000000000e+06,1.30004953477744e-04,1.50856021181657e-05
2.36000000000000e+06,1.29885948529705e-04,1.55390925383214e-05
2.37000000000000e+06,1.29774286762585e-04,1.54268431614767e-05
2.38000000000000e+06,1.29800586386559e-04,1.54311851039169e-05
2.39000000000000e+06,1.29965362624676e-04,1.52886345838469e-05
2.40000000000000e+06,1.30025412766549e-04,1.54732790534316e-05
2.41000000000000e+06,1.29928832379761e-04,1.54901841614355e-05
